channel,date,duration_female,duration_male,duration_noise,duration_music,total_duration,pct_female,pct_male,media_type
W9,2001-06-17,647.0,1579.9,52.5,78.4,2226.9,29.06,70.94,tv
W9,2001-06-24,1699.4,3528.7,221.8,64.8,5228.1,32.5,67.5,tv
W9,2001-07-01,4102.3,7995.1,715.0,495.2,12097.4,33.91,66.09,tv
W9,2001-07-08,2927.5,5765.1,430.3,177.3,8692.6,33.68,66.32,tv
W9,2001-07-15,3190.1,6938.9,765.9,205.1,10129.0,31.49,68.51,tv
W9,2001-07-22,3102.5,6840.5,484.2,349.0,9943.0,31.2,68.8,tv
W9,2001-07-29,469.8,977.3,78.4,68.2,1447.1,32.47,67.53,tv
W9,2001-08-05,3030.7,6672.3,476.1,246.8,9702.9,31.23,68.77,tv
W9,2001-08-12,3213.8,7209.3,594.8,340.8,10423.1,30.83,69.17,tv
W9,2001-08-19,5188.6,8628.3,969.1,474.7,13816.9,37.55,62.45,tv
W9,2001-08-26,4245.8,7507.1,443.3,431.1,11752.9,36.13,63.87,tv
W9,2001-09-02,885.6,1839.0,124.9,129.5,2724.6,32.51,67.49,tv
W9,2001-09-09,847.2,2025.8,125.3,54.6,2873.0,29.49,70.51,tv
W9,2001-09-16,2039.9,4623.5,420.7,303.4,6663.4,30.61,69.39,tv
W9,2001-09-23,744.5,1552.4,98.2,114.5,2297.0,32.41,67.59,tv
W9,2001-09-30,562.5,1264.7,39.1,42.7,1827.1,30.79,69.21,tv
W9,2001-10-07,1338.9,2716.8,94.2,49.1,4055.7,33.01,66.99,tv
W9,2001-10-14,2395.6,6053.0,453.8,323.2,8448.7,28.36,71.64,tv
W9,2001-10-21,2861.5,6151.3,300.5,287.5,9012.8,31.75,68.25,tv
W9,2001-10-28,3032.2,7429.0,831.1,354.2,10461.2,28.98,71.02,tv
W9,2001-11-04,4375.5,9218.1,861.6,251.8,13593.6,32.19,67.81,tv
W9,2001-11-11,1586.8,3337.4,330.3,151.8,4924.2,32.22,67.78,tv
W9,2001-11-18,4426.6,8711.6,544.7,444.7,13138.2,33.69,66.31,tv
W9,2001-11-25,2508.4,6241.9,241.7,119.1,8750.3,28.67,71.33,tv
W9,2001-12-02,1493.4,3289.5,366.0,216.7,4782.9,31.22,68.78,tv
W9,2001-12-09,4046.3,7921.2,479.3,425.4,11967.5,33.81,66.19,tv
W9,2001-12-16,2971.7,6055.3,590.4,367.2,9027.1,32.92,67.08,tv
W9,2001-12-23,1473.5,2665.8,179.8,170.7,4139.3,35.6,64.4,tv
W9,2001-12-30,3990.8,8234.3,901.3,267.6,12225.1,32.64,67.36,tv
W9,2002-01-06,727.3,1591.8,60.4,74.8,2319.1,31.36,68.64,tv
W9,2002-01-13,1138.3,2764.1,209.7,124.6,3902.5,29.17,70.83,tv
W9,2002-01-20,1957.3,4643.9,186.9,311.3,6601.2,29.65,70.35,tv
W9,2002-01-27,411.0,989.6,40.8,30.7,1400.6,29.34,70.66,tv
W9,2002-02-03,2952.6,6453.6,736.1,196.4,9406.3,31.39,68.61,tv
W9,2002-02-10,2129.0,5400.4,555.7,78.6,7529.4,28.28,71.72,tv
W9,2002-02-17,2262.8,5206.7,488.9,254.3,7469.5,30.29,69.71,tv
W9,2002-02-24,3642.3,5617.3,564.1,224.5,9259.6,39.34,60.66,tv
W9,2002-03-03,2484.0,5400.5,287.1,389.2,7884.6,31.5,68.5,tv
W9,2002-03-10,1400.9,3128.2,340.6,164.7,4529.1,30.93,69.07,tv
W9,2002-03-17,2189.1,4865.9,532.8,324.6,7055.0,31.03,68.97,tv
W9,2002-03-24,4612.0,8510.6,513.9,345.1,13122.5,35.15,64.85,tv
W9,2002-03-31,3112.4,8493.3,718.6,138.6,11605.7,26.82,73.18,tv
W9,2002-04-07,2857.3,5664.5,373.0,95.9,8521.8,33.53,66.47,tv
W9,2002-04-14,980.8,2517.6,199.1,97.4,3498.4,28.04,71.96,tv
W9,2002-04-21,1660.0,3926.2,288.2,73.2,5586.2,29.72,70.28,tv
W9,2002-04-28,565.6,1234.8,89.1,58.4,1800.4,31.41,68.59,tv
W9,2002-05-05,3471.5,8186.2,841.2,268.2,11657.8,29.78,70.22,tv
W9,2002-05-12,1651.3,4050.9,398.1,279.1,5702.1,28.96,71.04,tv
W9,2002-05-19,2545.6,4830.2,264.2,274.9,7375.8,34.51,65.49,tv
W9,2002-05-26,2160.2,4984.3,257.8,102.1,7144.4,30.24,69.76,tv
W9,2002-06-02,1003.4,2091.4,181.9,143.3,3094.8,32.42,67.58,tv
W9,2002-06-09,1343.6,3069.3,180.4,184.5,4412.9,30.45,69.55,tv
W9,2002-06-16,3753.5,8601.9,929.6,347.3,12355.4,30.38,69.62,tv
W9,2002-06-23,511.8,920.8,72.4,56.7,1432.6,35.73,64.27,tv
W9,2002-06-30,1484.8,3265.6,98.3,183.5,4750.4,31.26,68.74,tv
W9,2002-07-07,903.0,1968.9,182.1,55.7,2871.9,31.44,68.56,tv
W9,2002-07-14,465.3,992.8,96.8,38.5,1458.1,31.91,68.09,tv
W9,2002-07-21,2953.8,6145.0,701.3,279.3,9098.8,32.46,67.54,tv
W9,2002-07-28,3199.1,7347.0,273.8,482.3,10546.0,30.33,69.67,tv
W9,2002-08-04,1231.9,2364.7,137.1,173.8,3596.6,34.25,65.75,tv
W9,2002-08-11,2680.1,6052.3,688.5,328.8,8732.4,30.69,69.31,tv
W9,2002-08-18,737.7,1703.9,158.4,66.0,2441.6,30.21,69.79,tv
W9,2002-08-25,3642.6,5918.5,611.0,125.6,9561.1,38.1,61.9,tv
W9,2002-09-01,941.7,1722.4,101.3,77.6,2664.0,35.35,64.65,tv
W9,2002-09-08,3924.3,9463.6,293.9,636.6,13387.9,29.31,70.69,tv
W9,2002-09-15,3968.4,9179.4,802.4,148.6,13147.8,30.18,69.82,tv
W9,2002-09-22,1820.1,3396.0,240.6,111.4,5216.1,34.89,65.11,tv
W9,2002-09-29,459.8,954.2,34.4,15.4,1414.0,32.52,67.48,tv
W9,2002-10-06,1903.9,3150.1,351.6,230.1,5054.0,37.67,62.33,tv
W9,2002-10-13,925.4,1861.2,64.4,63.5,2786.6,33.21,66.79,tv
W9,2002-10-20,2399.2,5090.0,218.3,180.2,7489.2,32.04,67.96,tv
W9,2002-10-27,5052.0,8793.1,559.8,466.0,13845.0,36.49,63.51,tv
W9,2002-11-03,2168.2,3758.4,182.2,233.7,5926.6,36.58,63.42,tv
W9,2002-11-10,793.9,1996.7,167.7,134.7,2790.6,28.45,71.55,tv
W9,2002-11-17,3475.2,8791.5,617.4,575.7,12266.8,28.33,71.67,tv
W9,2002-11-24,3350.6,7277.3,487.1,368.7,10627.9,31.53,68.47,tv
W9,2002-12-01,2755.9,6161.4,494.0,298.6,8917.3,30.9,69.1,tv
W9,2002-12-08,3175.8,7761.9,288.1,141.6,10937.7,29.04,70.96,tv
W9,2002-12-15,582.8,1192.7,59.5,35.8,1775.5,32.83,67.17,tv
W9,2002-12-22,2961.7,6676.2,425.0,173.1,9637.9,30.73,69.27,tv
W9,2002-12-29,4212.4,7299.3,315.8,444.2,11511.7,36.59,63.41,tv
W9,2003-01-05,295.2,665.9,61.0,35.0,961.1,30.72,69.28,tv
W9,2003-01-12,3276.5,7944.9,272.7,514.2,11221.4,29.2,70.8,tv
W9,2003-01-19,3601.9,7739.8,731.1,455.7,11341.7,31.76,68.24,tv
W9,2003-01-26,3402.6,7209.3,682.9,458.3,10611.9,32.06,67.94,tv
W9,2003-02-02,1516.5,2831.1,184.0,182.5,4347.6,34.88,65.12,tv
W9,2003-02-09,2020.2,4228.6,488.1,166.2,6248.8,32.33,67.67,tv
W9,2003-02-16,4027.1,7186.7,501.9,251.1,11213.8,35.91,64.09,tv
W9,2003-02-23,4929.4,9219.2,409.4,637.3,14148.6,34.84,65.16,tv
W9,2003-03-02,2656.1,5319.8,211.1,333.2,7975.9,33.3,66.7,tv
W9,2003-03-09,1033.0,1997.4,189.9,66.8,3030.3,34.09,65.91,tv
W9,2003-03-16,1358.0,3016.2,100.7,128.1,4374.2,31.04,68.96,tv
W9,2003-03-23,1205.7,2753.9,195.0,167.6,3959.7,30.45,69.55,tv
W9,2003-03-30,4251.6,9195.9,684.7,351.4,13447.5,31.62,68.38,tv
W9,2003-04-06,3876.0,8106.2,830.8,448.1,11982.3,32.35,67.65,tv
W9,2003-04-13,2075.9,5188.9,321.2,307.0,7264.8,28.57,71.43,tv
W9,2003-04-20,2655.5,5897.2,597.9,213.4,8552.7,31.05,68.95,tv
W9,2003-04-27,2355.4,5951.4,305.3,361.2,8306.9,28.36,71.64,tv
W9,2003-05-04,560.8,1115.2,82.5,25.9,1675.9,33.46,66.54,tv
W9,2003-05-11,3328.9,6666.9,386.7,409.7,9995.8,33.3,66.7,tv
W9,2003-05-18,823.7,1745.8,137.4,88.1,2569.5,32.06,67.94,tv
W9,2003-05-25,2151.4,4987.6,262.6,80.6,7138.9,30.14,69.86,tv
W9,2003-06-01,3685.4,7118.9,795.0,509.7,10804.2,34.11,65.89,tv
W9,2003-06-08,2294.4,4674.5,431.2,180.5,6968.9,32.92,67.08,tv
W9,2003-06-15,3571.9,7486.2,230.8,365.2,11058.1,32.3,67.7,tv
W9,2003-06-22,3712.2,7204.7,386.7,115.4,10916.9,34.0,66.0,tv
W9,2003-06-29,2004.8,4683.8,359.3,96.4,6688.7,29.97,70.03,tv
W9,2003-07-06,805.4,1492.6,178.4,54.1,2298.0,35.05,64.95,tv
W9,2003-07-13,1729.3,3788.7,250.9,210.5,5518.0,31.34,68.66,tv
W9,2003-07-20,2762.6,6801.5,474.3,407.4,9564.2,28.89,71.11,tv
W9,2003-07-27,812.8,1674.4,110.4,88.0,2487.2,32.68,67.32,tv
W9,2003-08-03,606.3,1142.2,37.1,83.8,1748.5,34.67,65.33,tv
W9,2003-08-10,2087.7,4821.5,218.4,71.9,6909.2,30.22,69.78,tv
W9,2003-08-17,2053.3,4134.5,364.5,298.0,6187.9,33.18,66.82,tv
W9,2003-08-24,1640.5,3798.4,278.7,96.0,5438.9,30.16,69.84,tv
W9,2003-08-31,4109.5,8035.3,365.3,262.3,12144.8,33.84,66.16,tv
W9,2003-09-07,2752.3,6580.0,715.4,351.5,9332.3,29.49,70.51,tv
W9,2003-09-14,3860.5,8012.0,549.8,292.2,11872.6,32.52,67.48,tv
W9,2003-09-21,2762.8,5137.4,381.9,110.8,7900.2,34.97,65.03,tv
W9,2003-09-28,2879.9,7110.6,634.6,178.3,9990.5,28.83,71.17,tv
W9,2003-10-05,1081.3,2176.1,153.5,146.7,3257.4,33.19,66.81,tv
W9,2003-10-12,2454.3,5024.2,515.4,139.3,7478.5,32.82,67.18,tv
W9,2003-10-19,446.6,994.6,49.7,43.6,1441.2,30.99,69.01,tv
W9,2003-10-26,796.2,1545.3,176.4,107.7,2341.4,34.0,66.0,tv
W9,2003-11-02,2359.5,4760.1,561.9,87.0,7119.6,33.14,66.86,tv
W9,2003-11-09,2200.3,5058.7,269.5,283.5,7259.0,30.31,69.69,tv
W9,2003-11-16,4479.4,9219.4,647.0,385.9,13698.8,32.7,67.3,tv
W9,2003-11-23,2268.3,5323.7,341.2,211.8,7592.0,29.88,70.12,tv
W9,2003-11-30,795.2,1676.7,91.8,45.6,2471.9,32.17,67.83,tv
W9,2003-12-07,2637.9,5608.7,166.3,386.3,8246.5,31.99,68.01,tv
W9,2003-12-14,1911.1,3646.0,161.1,98.3,5557.0,34.39,65.61,tv
W9,2003-12-21,2335.2,4919.7,162.6,299.4,7254.9,32.19,67.81,tv
W9,2003-12-28,4378.2,8622.4,688.6,379.3,13000.6,33.68,66.32,tv
W9,2004-01-04,2778.2,5265.6,248.7,245.3,8043.9,34.54,65.46,tv
W9,2004-01-11,2016.4,3580.5,142.9,189.7,5596.9,36.03,63.97,tv
W9,2004-01-18,3777.4,7760.0,901.9,157.0,11537.4,32.74,67.26,tv
W9,2004-01-25,371.7,735.4,69.8,12.2,1107.1,33.57,66.43,tv
W9,2004-02-01,4122.5,7378.4,727.8,431.5,11501.0,35.85,64.15,tv
W9,2004-02-08,779.7,1671.4,56.5,30.3,2451.1,31.81,68.19,tv
W9,2004-02-15,2272.4,6305.9,337.0,284.7,8578.4,26.49,73.51,tv
W9,2004-02-22,4380.7,8430.1,808.6,547.5,12810.8,34.2,65.8,tv
W9,2004-02-29,307.3,635.4,19.7,26.7,942.7,32.6,67.4,tv
W9,2004-03-07,2425.7,4512.4,530.1,295.6,6938.1,34.96,65.04,tv
W9,2004-03-14,768.7,1518.5,106.2,113.9,2287.2,33.61,66.39,tv
W9,2004-03-21,1352.2,3517.9,239.6,190.9,4870.1,27.76,72.24,tv
W9,2004-03-28,441.8,1099.1,108.1,72.0,1540.9,28.67,71.33,tv
W9,2004-04-04,592.1,1267.0,130.5,89.4,1859.1,31.85,68.15,tv
W9,2004-04-11,1470.4,3449.2,256.4,107.8,4919.6,29.89,70.11,tv
W9,2004-04-18,3588.6,7987.2,333.6,188.5,11575.8,31.0,69.0,tv
W9,2004-04-25,954.1,2671.1,84.1,129.6,3625.1,26.32,73.68,tv
W9,2004-05-02,3194.6,6960.9,476.7,469.6,10155.5,31.46,68.54,tv
W9,2004-05-09,3250.7,8033.0,410.5,171.7,11283.8,28.81,71.19,tv
W9,2004-05-16,1913.4,4150.5,416.0,62.9,6063.9,31.55,68.45,tv
W9,2004-05-23,2398.3,4591.7,439.4,307.2,6990.0,34.31,65.69,tv
W9,2004-05-30,3937.8,8406.3,273.4,274.2,12344.1,31.9,68.1,tv
W9,2004-06-06,360.9,680.8,31.2,40.6,1041.7,34.65,65.35,tv
W9,2004-06-13,2085.9,4402.9,177.6,242.8,6488.8,32.15,67.85,tv
W9,2004-06-20,3249.9,7007.3,652.2,416.6,10257.2,31.68,68.32,tv
W9,2004-06-27,4572.1,9433.4,468.6,295.9,14005.5,32.64,67.36,tv
W9,2004-07-04,2656.6,6019.1,580.2,200.9,8675.7,30.62,69.38,tv
W9,2004-07-11,3924.9,8779.1,446.9,440.8,12704.0,30.89,69.11,tv
W9,2004-07-18,1932.5,3797.7,225.3,138.4,5730.2,33.72,66.28,tv
W9,2004-07-25,3921.8,7229.0,523.6,237.4,11150.8,35.17,64.83,tv
W9,2004-08-01,3993.2,8439.8,897.8,350.0,12433.1,32.12,67.88,tv
W9,2004-08-08,865.6,2047.2,114.4,108.6,2912.8,29.72,70.28,tv
W9,2004-08-15,4033.3,7253.8,802.5,120.9,11287.0,35.73,64.27,tv
W9,2004-08-22,2805.3,7328.2,351.8,330.9,10133.5,27.68,72.32,tv
W9,2004-08-29,3348.7,7162.8,695.9,218.4,10511.5,31.86,68.14,tv
W9,2004-09-05,2876.2,6112.1,201.6,147.0,8988.3,32.0,68.0,tv
W9,2004-09-12,4579.9,9759.0,615.7,428.2,14338.9,31.94,68.06,tv
W9,2004-09-19,1703.3,3588.2,274.2,164.3,5291.5,32.19,67.81,tv
W9,2004-09-26,4436.8,9523.8,503.9,458.2,13960.7,31.78,68.22,tv
W9,2004-10-03,479.1,1170.9,101.2,29.4,1650.0,29.04,70.96,tv
W9,2004-10-10,1982.3,5242.3,332.7,207.5,7224.6,27.44,72.56,tv
W9,2004-10-17,2001.1,4956.5,158.4,137.0,6957.6,28.76,71.24,tv
W9,2004-10-24,3506.1,7989.4,811.2,443.9,11495.5,30.5,69.5,tv
W9,2004-10-31,919.0,1706.7,135.3,38.5,2625.7,35.0,65.0,tv
W9,2004-11-07,3802.2,7599.0,584.1,483.4,11401.2,33.35,66.65,tv
W9,2004-11-14,2413.6,5194.2,165.1,235.4,7607.8,31.73,68.27,tv
W9,2004-11-21,3582.8,6463.0,341.8,496.9,10045.8,35.66,64.34,tv
W9,2004-11-28,4192.2,7806.9,459.1,541.4,11999.2,34.94,65.06,tv
W9,2004-12-05,4479.3,8003.3,751.2,360.7,12482.7,35.88,64.12,tv
W9,2004-12-12,5026.3,9039.6,384.1,316.8,14065.9,35.73,64.27,tv
W9,2004-12-19,3887.6,7552.1,509.6,422.1,11439.7,33.98,66.02,tv
W9,2004-12-26,3314.2,6685.6,551.5,406.1,9999.9,33.14,66.86,tv
W9,2005-01-02,3893.9,8887.6,891.6,193.0,12781.5,30.47,69.53,tv
W9,2005-01-09,1698.5,3708.9,393.5,175.1,5407.4,31.41,68.59,tv
W9,2005-01-16,2785.6,4881.1,514.2,246.3,7666.7,36.33,63.67,tv
W9,2005-01-23,1214.1,2726.6,121.2,77.0,3940.6,30.81,69.19,tv
W9,2005-01-30,3604.1,7175.6,639.5,206.9,10779.7,33.43,66.57,tv
W9,2005-02-06,2015.3,4479.5,277.4,102.8,6494.9,31.03,68.97,tv
W9,2005-02-13,3838.8,8328.6,865.8,174.7,12167.4,31.55,68.45,tv
W9,2005-02-20,4365.3,8279.3,307.3,582.8,12644.6,34.52,65.48,tv
W9,2005-02-27,519.6,1212.5,100.5,18.9,1732.1,30.0,70.0,tv
W9,2005-03-06,3065.7,6593.2,300.2,220.7,9658.8,31.74,68.26,tv
W9,2005-03-13,3707.9,7280.6,861.3,545.9,10988.5,33.74,66.26,tv
W9,2005-03-20,4650.9,9336.1,313.6,235.1,13987.0,33.25,66.75,tv
W9,2005-03-27,534.0,1077.2,80.7,77.9,1611.2,33.14,66.86,tv
W9,2005-04-03,4317.1,7743.2,913.4,457.6,12060.3,35.8,64.2,tv
W9,2005-04-10,4873.7,8113.9,396.3,391.4,12987.6,37.53,62.47,tv
W9,2005-04-17,1087.7,2704.7,279.3,106.2,3792.4,28.68,71.32,tv
W9,2005-04-24,2366.4,5692.1,294.8,390.9,8058.4,29.37,70.63,tv
W9,2005-05-01,2754.9,5760.6,631.0,326.5,8515.6,32.35,67.65,tv
W9,2005-05-08,4495.0,8989.9,657.4,661.2,13484.9,33.33,66.67,tv
W9,2005-05-15,756.3,1258.3,114.2,82.0,2014.7,37.54,62.46,tv
W9,2005-05-22,2301.5,4529.1,342.5,175.8,6830.6,33.69,66.31,tv
W9,2005-05-29,838.1,1765.7,56.6,106.5,2603.9,32.19,67.81,tv
W9,2005-06-05,2778.4,5515.2,167.3,209.8,8293.6,33.5,66.5,tv
W9,2005-06-12,3311.7,6879.5,581.0,421.8,10191.2,32.5,67.5,tv
W9,2005-06-19,3292.2,6967.1,664.3,132.8,10259.3,32.09,67.91,tv
W9,2005-06-26,3070.1,5466.3,176.8,157.5,8536.4,35.96,64.04,tv
W9,2005-07-03,4665.5,9233.7,865.7,521.8,13899.1,33.57,66.43,tv
W9,2005-07-10,287.9,667.2,44.4,26.5,955.1,30.14,69.86,tv
W9,2005-07-17,3932.2,7927.2,366.4,249.1,11859.4,33.16,66.84,tv
W9,2005-07-24,1385.8,2970.1,155.8,87.8,4355.9,31.81,68.19,tv
W9,2005-07-31,1224.2,2801.3,157.7,126.7,4025.5,30.41,69.59,tv
W9,2005-08-07,2027.7,4621.4,470.6,93.3,6649.1,30.5,69.5,tv
W9,2005-08-14,4367.6,9281.3,525.7,144.4,13648.9,32.0,68.0,tv
W9,2005-08-21,2723.4,5822.8,333.1,361.3,8546.1,31.87,68.13,tv
W9,2005-08-28,3456.2,7334.2,519.2,349.9,10790.4,32.03,67.97,tv
W9,2005-09-04,793.6,1988.0,118.5,38.4,2781.6,28.53,71.47,tv
W9,2005-09-11,1752.0,3398.7,273.8,162.8,5150.7,34.01,65.99,tv
W9,2005-09-18,1172.0,2989.8,137.0,107.6,4161.8,28.16,71.84,tv
W9,2005-09-25,590.8,1477.9,68.0,54.3,2068.7,28.56,71.44,tv
W9,2005-10-02,869.8,2060.6,92.8,43.4,2930.4,29.68,70.32,tv
W9,2005-10-09,1105.6,1955.6,138.8,60.7,3061.1,36.12,63.88,tv
W9,2005-10-16,1505.3,2838.8,260.2,53.5,4344.1,34.65,65.35,tv
W9,2005-10-23,4677.2,9185.7,834.7,314.3,13862.9,33.74,66.26,tv
W9,2005-10-30,1528.1,2925.1,267.5,108.7,4453.2,34.32,65.68,tv
W9,2005-11-06,1958.5,4238.5,401.3,287.6,6196.9,31.6,68.4,tv
W9,2005-11-13,2316.2,5168.9,425.4,214.9,7485.1,30.94,69.06,tv
W9,2005-11-20,3567.6,8207.0,778.1,308.6,11774.6,30.3,69.7,tv
W9,2005-11-27,2930.4,5631.8,443.7,333.6,8562.2,34.22,65.78,tv
W9,2005-12-04,951.5,2004.5,85.2,70.4,2956.0,32.19,67.81,tv
W9,2005-12-11,2503.4,5884.7,320.5,310.1,8388.1,29.84,70.16,tv
W9,2005-12-18,2374.7,4179.7,178.4,121.9,6554.4,36.23,63.77,tv
W9,2005-12-25,794.5,1401.8,150.4,94.4,2196.3,36.17,63.83,tv
W9,2006-01-01,3685.4,6976.2,650.5,205.5,10661.6,34.57,65.43,tv
W9,2006-01-08,1072.3,2291.5,196.2,82.6,3363.8,31.88,68.12,tv
W9,2006-01-15,4491.1,9004.8,642.6,223.3,13495.9,33.28,66.72,tv
W9,2006-01-22,2561.8,5338.8,340.9,343.2,7900.5,32.43,67.57,tv
W9,2006-01-29,1619.5,3163.6,99.6,143.0,4783.2,33.86,66.14,tv
W9,2006-02-05,1435.3,3059.8,289.0,184.4,4495.1,31.93,68.07,tv
W9,2006-02-12,2251.5,4528.5,474.7,114.4,6780.0,33.21,66.79,tv
W9,2006-02-19,1500.4,3622.3,169.4,120.5,5122.7,29.29,70.71,tv
W9,2006-02-26,321.1,822.0,71.1,42.7,1143.0,28.09,71.91,tv
W9,2006-03-05,1863.2,4897.0,515.1,230.8,6760.3,27.56,72.44,tv
W9,2006-03-12,3342.1,7431.2,363.8,148.6,10773.3,31.02,68.98,tv
W9,2006-03-19,3408.7,7166.5,702.7,410.5,10575.3,32.23,67.77,tv
W9,2006-03-26,4001.1,9221.2,305.7,584.6,13222.3,30.26,69.74,tv
W9,2006-04-02,3016.4,7095.7,512.7,246.3,10112.1,29.83,70.17,tv
W9,2006-04-09,1428.6,2818.8,203.2,83.1,4247.4,33.64,66.36,tv
W9,2006-04-16,1942.0,4988.2,498.2,158.0,6930.2,28.02,71.98,tv
W9,2006-04-23,2131.8,3900.6,397.9,108.7,6032.3,35.34,64.66,tv
W9,2006-04-30,2326.8,5325.3,514.3,380.5,7652.1,30.41,69.59,tv
W9,2006-05-07,4504.2,7621.3,359.3,230.2,12125.4,37.15,62.85,tv
W9,2006-05-14,2828.4,4948.1,576.3,92.9,7776.5,36.37,63.63,tv
W9,2006-05-21,1349.2,3040.8,145.6,174.6,4390.0,30.73,69.27,tv
W9,2006-05-28,3577.4,7764.0,473.0,231.6,11341.4,31.54,68.46,tv
W9,2006-06-04,1087.9,2278.8,258.4,160.5,3366.7,32.31,67.69,tv
W9,2006-06-11,2339.0,4199.6,353.8,249.2,6538.6,35.77,64.23,tv
W9,2006-06-18,4845.6,8886.3,872.1,197.9,13731.9,35.29,64.71,tv
W9,2006-06-25,2425.9,5257.9,396.6,316.0,7683.8,31.57,68.43,tv
W9,2006-07-02,346.2,709.9,76.5,38.6,1056.0,32.78,67.22,tv
W9,2006-07-09,2491.2,5097.8,263.9,362.1,7589.1,32.83,67.17,tv
W9,2006-07-16,3685.9,8754.0,483.5,360.5,12439.9,29.63,70.37,tv
W9,2006-07-23,2433.8,4243.5,352.5,177.0,6677.3,36.45,63.55,tv
W9,2006-07-30,3655.3,7542.7,597.5,482.8,11198.1,32.64,67.36,tv
W9,2006-08-06,936.3,1857.9,100.1,137.5,2794.2,33.51,66.49,tv
W9,2006-08-13,4600.7,9128.0,461.2,375.0,13728.7,33.51,66.49,tv
W9,2006-08-20,1058.0,2335.9,84.4,112.6,3393.8,31.17,68.83,tv
W9,2006-08-27,1271.5,2879.2,330.1,127.1,4150.6,30.63,69.37,tv
W9,2006-09-03,3166.2,6113.8,256.4,277.6,9280.1,34.12,65.88,tv
W9,2006-09-10,2178.4,4676.2,451.8,258.8,6854.6,31.78,68.22,tv
W9,2006-09-17,2454.2,5449.4,358.4,113.1,7903.6,31.05,68.95,tv
W9,2006-09-24,3513.4,9610.2,792.1,377.8,13123.5,26.77,73.23,tv
W9,2006-10-01,2325.8,5736.7,522.1,252.7,8062.5,28.85,71.15,tv
W9,2006-10-08,2455.4,4933.6,352.8,299.0,7389.0,33.23,66.77,tv
W9,2006-10-15,1453.8,2769.5,241.0,173.8,4223.3,34.42,65.58,tv
W9,2006-10-22,2923.2,5562.4,566.3,374.9,8485.6,34.45,65.55,tv
W9,2006-10-29,2798.5,6219.2,337.1,429.7,9017.7,31.03,68.97,tv
W9,2006-11-05,1060.3,2460.5,145.8,175.2,3520.8,30.12,69.88,tv
W9,2006-11-12,1634.4,3501.6,352.3,113.8,5136.1,31.82,68.18,tv
W9,2006-11-19,893.7,2185.6,234.0,69.9,3079.3,29.02,70.98,tv
W9,2006-11-26,999.4,2311.4,225.6,40.5,3310.9,30.19,69.81,tv
W9,2006-12-03,1878.2,3503.4,359.5,164.1,5381.6,34.9,65.1,tv
W9,2006-12-10,3449.2,7573.2,334.2,466.8,11022.4,31.29,68.71,tv
W9,2006-12-17,2797.5,5718.8,548.0,157.7,8516.4,32.85,67.15,tv
W9,2006-12-24,4689.2,8506.7,443.3,550.7,13195.9,35.54,64.46,tv
W9,2006-12-31,739.9,1625.5,107.7,112.5,2365.5,31.28,68.72,tv
W9,2007-01-07,1128.2,2376.1,101.5,102.4,3504.3,32.2,67.8,tv
W9,2007-01-14,710.8,1432.3,88.7,22.9,2143.0,33.17,66.83,tv
W9,2007-01-21,2331.2,4603.0,169.4,248.8,6934.2,33.62,66.38,tv
W9,2007-01-28,4392.5,9408.6,659.8,482.6,13801.1,31.83,68.17,tv
W9,2007-02-04,3171.3,6700.6,458.5,478.6,9871.9,32.12,67.88,tv
W9,2007-02-11,2653.0,5048.4,563.3,233.3,7701.3,34.45,65.55,tv
W9,2007-02-18,3965.2,9321.8,781.5,143.5,13287.0,29.84,70.16,tv
W9,2007-02-25,404.8,706.4,67.3,16.2,1111.2,36.43,63.57,tv
W9,2007-03-04,2459.2,5716.2,249.1,162.3,8175.4,30.08,69.92,tv
W9,2007-03-11,2409.3,4389.1,407.4,110.3,6798.4,35.44,64.56,tv
W9,2007-03-18,3796.3,8749.8,738.7,360.6,12546.1,30.26,69.74,tv
W9,2007-03-25,4218.3,9465.4,877.8,647.1,13683.7,30.83,69.17,tv
W9,2007-04-01,2996.4,7021.9,321.5,238.8,10018.3,29.91,70.09,tv
W9,2007-04-08,2582.8,5197.0,229.1,84.3,7779.8,33.2,66.8,tv
W9,2007-04-15,387.1,720.5,29.4,46.8,1107.6,34.95,65.05,tv
W9,2007-04-22,1568.8,3460.2,383.7,126.8,5029.0,31.19,68.81,tv
W9,2007-04-29,535.4,1199.3,126.4,81.7,1734.7,30.87,69.13,tv
W9,2007-05-06,3609.4,6849.9,692.5,107.6,10459.3,34.51,65.49,tv
W9,2007-05-13,2247.8,4764.9,367.5,146.2,7012.7,32.05,67.95,tv
W9,2007-05-20,3767.1,6532.8,388.7,333.1,10299.9,36.57,63.43,tv
W9,2007-05-27,1159.3,2300.5,104.6,38.0,3459.8,33.51,66.49,tv
W9,2007-06-03,773.6,1770.5,86.4,48.1,2544.1,30.41,69.59,tv
W9,2007-06-10,4261.1,9264.1,367.2,515.0,13525.2,31.5,68.5,tv
W9,2007-06-17,2608.9,5514.6,431.9,115.5,8123.5,32.12,67.88,tv
W9,2007-06-24,2465.2,4694.5,339.5,227.9,7159.8,34.43,65.57,tv
W9,2007-07-01,2076.1,4680.3,461.9,269.9,6756.4,30.73,69.27,tv
W9,2007-07-08,2761.7,5139.4,455.6,352.8,7901.2,34.95,65.05,tv
W9,2007-07-15,2275.5,5050.4,478.9,257.3,7325.9,31.06,68.94,tv
