channel,year,month,date,theme,nb_sujets,pct_sujets,duration_seconds
Arte,2008,4,2008-04-01,Défense,2,0.45,24.0
Arte,2008,4,2008-04-01,Autres,2,0.33,22.0
M6,2008,4,2008-04-01,Politique intérieure,34,20.55,1268.0
M6,2008,4,2008-04-01,International,28,17.14,1064.0
M6,2008,4,2008-04-01,Économie,22,14.73,629.0
M6,2008,4,2008-04-01,Société,11,11.44,428.0
M6,2008,4,2008-04-01,Faits divers,20,12.5,792.0
M6,2008,4,2008-04-01,Sport,21,7.55,470.0
M6,2008,4,2008-04-01,Culture,7,4.72,180.0
M6,2008,4,2008-04-01,Environnement,8,3.66,254.0
M6,2008,4,2008-04-01,Justice,4,2.71,165.0
M6,2008,4,2008-04-01,Santé,3,1.73,75.0
M6,2008,4,2008-04-01,Sciences & Techno,2,0.76,41.0
M6,2008,4,2008-04-01,Météo,1,0.83,33.0
M6,2008,4,2008-04-01,Défense,3,0.77,53.0
M6,2008,4,2008-04-01,Autres,2,0.1,4.0
TF1,2008,5,2008-05-01,Politique intérieure,41,21.23,1309.0
TF1,2008,5,2008-05-01,International,21,16.81,705.0
TF1,2008,5,2008-05-01,Économie,28,14.45,897.0
TF1,2008,5,2008-05-01,Société,17,10.88,772.0
TF1,2008,5,2008-05-01,Faits divers,24,12.55,888.0
TF1,2008,5,2008-05-01,Sport,12,7.13,350.0
TF1,2008,5,2008-05-01,Culture,7,4.8,210.0
TF1,2008,5,2008-05-01,Environnement,6,3.41,162.0
TF1,2008,5,2008-05-01,Justice,2,2.54,94.0
TF1,2008,5,2008-05-01,Santé,3,1.64,100.0
TF1,2008,5,2008-05-01,Sciences & Techno,0,1.02,62.0
TF1,2008,5,2008-05-01,Météo,2,0.37,18.0
TF1,2008,5,2008-05-01,Défense,0,0.43,22.0
TF1,2008,5,2008-05-01,Autres,1,0.1,6.0
France 2,2008,5,2008-05-01,Politique intérieure,27,21.29,1416.0
France 2,2008,5,2008-05-01,International,19,17.98,1204.0
France 2,2008,5,2008-05-01,Économie,23,14.82,878.0
France 2,2008,5,2008-05-01,Société,17,12.04,692.0
France 2,2008,5,2008-05-01,Faits divers,16,9.71,520.0
France 2,2008,5,2008-05-01,Sport,18,8.07,315.0
France 2,2008,5,2008-05-01,Culture,7,4.95,282.0
France 2,2008,5,2008-05-01,Environnement,4,3.9,276.0
France 2,2008,5,2008-05-01,Justice,2,3.29,226.0
France 2,2008,5,2008-05-01,Santé,5,1.94,73.0
France 2,2008,5,2008-05-01,Sciences & Techno,1,1.11,75.0
France 2,2008,5,2008-05-01,Météo,2,1.25,54.0
France 2,2008,5,2008-05-01,Défense,2,0.53,28.0
France 2,2008,5,2008-05-01,Autres,0,0.49,29.0
France 3,2008,5,2008-05-01,Politique intérieure,36,22.08,887.0
France 3,2008,5,2008-05-01,International,21,17.09,1107.0
France 3,2008,5,2008-05-01,Économie,14,15.05,609.0
France 3,2008,5,2008-05-01,Société,20,11.63,676.0
France 3,2008,5,2008-05-01,Faits divers,12,10.5,617.0
France 3,2008,5,2008-05-01,Sport,9,8.1,483.0
France 3,2008,5,2008-05-01,Culture,11,5.44,379.0
France 3,2008,5,2008-05-01,Environnement,2,3.96,149.0
France 3,2008,5,2008-05-01,Justice,1,3.21,155.0
France 3,2008,5,2008-05-01,Santé,4,1.97,125.0
France 3,2008,5,2008-05-01,Sciences & Techno,3,0.72,36.0
France 3,2008,5,2008-05-01,Météo,1,1.58,88.0
France 3,2008,5,2008-05-01,Défense,1,0.49,30.0
France 3,2008,5,2008-05-01,Autres,1,0.0,0.0
Arte,2008,5,2008-05-01,Politique intérieure,23,21.81,933.0
Arte,2008,5,2008-05-01,International,34,17.89,974.0
Arte,2008,5,2008-05-01,Économie,26,14.62,1012.0
Arte,2008,5,2008-05-01,Société,16,11.55,460.0
Arte,2008,5,2008-05-01,Faits divers,15,9.54,446.0
Arte,2008,5,2008-05-01,Sport,14,7.61,490.0
Arte,2008,5,2008-05-01,Culture,11,4.83,221.0
Arte,2008,5,2008-05-01,Environnement,3,3.71,148.0
Arte,2008,5,2008-05-01,Justice,1,2.75,102.0
Arte,2008,5,2008-05-01,Santé,3,2.5,123.0
Arte,2008,5,2008-05-01,Sciences & Techno,1,1.12,57.0
Arte,2008,5,2008-05-01,Météo,1,1.25,47.0
Arte,2008,5,2008-05-01,Défense,0,0.85,52.0
Arte,2008,5,2008-05-01,Autres,1,0.32,20.0
M6,2008,5,2008-05-01,Politique intérieure,37,20.69,777.0
M6,2008,5,2008-05-01,International,27,17.29,1066.0
M6,2008,5,2008-05-01,Économie,22,14.15,823.0
M6,2008,5,2008-05-01,Société,16,11.12,497.0
M6,2008,5,2008-05-01,Faits divers,27,11.87,486.0
M6,2008,5,2008-05-01,Sport,8,7.56,421.0
M6,2008,5,2008-05-01,Culture,6,5.02,218.0
M6,2008,5,2008-05-01,Environnement,6,3.82,227.0
M6,2008,5,2008-05-01,Justice,4,2.89,109.0
M6,2008,5,2008-05-01,Santé,2,1.65,63.0
M6,2008,5,2008-05-01,Sciences & Techno,3,0.9,42.0
M6,2008,5,2008-05-01,Météo,1,0.66,40.0
M6,2008,5,2008-05-01,Défense,0,0.59,38.0
M6,2008,5,2008-05-01,Autres,0,0.46,18.0
TF1,2008,6,2008-06-01,Politique intérieure,33,20.96,795.0
TF1,2008,6,2008-06-01,International,23,16.79,609.0
TF1,2008,6,2008-06-01,Économie,31,14.31,648.0
TF1,2008,6,2008-06-01,Société,23,11.43,593.0
TF1,2008,6,2008-06-01,Faits divers,21,12.76,754.0
TF1,2008,6,2008-06-01,Sport,11,7.47,477.0
TF1,2008,6,2008-06-01,Culture,9,4.84,322.0
TF1,2008,6,2008-06-01,Environnement,8,4.06,186.0
TF1,2008,6,2008-06-01,Justice,3,3.19,186.0
TF1,2008,6,2008-06-01,Santé,2,1.46,57.0
TF1,2008,6,2008-06-01,Sciences & Techno,3,0.78,41.0
TF1,2008,6,2008-06-01,Météo,0,0.97,47.0
TF1,2008,6,2008-06-01,Défense,2,0.14,8.0
TF1,2008,6,2008-06-01,Autres,1,0.97,54.0
France 2,2008,6,2008-06-01,Politique intérieure,39,21.47,1258.0
France 2,2008,6,2008-06-01,International,29,17.77,772.0
France 2,2008,6,2008-06-01,Économie,18,14.97,1020.0
France 2,2008,6,2008-06-01,Société,15,11.17,483.0
France 2,2008,6,2008-06-01,Faits divers,17,9.58,563.0
France 2,2008,6,2008-06-01,Sport,10,7.42,402.0
France 2,2008,6,2008-06-01,Culture,7,5.13,239.0
France 2,2008,6,2008-06-01,Environnement,3,3.9,144.0
France 2,2008,6,2008-06-01,Justice,5,2.63,123.0
France 2,2008,6,2008-06-01,Santé,1,2.22,157.0
France 2,2008,6,2008-06-01,Sciences & Techno,1,0.77,43.0
France 2,2008,6,2008-06-01,Météo,2,0.85,34.0
France 2,2008,6,2008-06-01,Défense,1,0.76,36.0
France 2,2008,6,2008-06-01,Autres,1,0.46,22.0
France 3,2008,6,2008-06-01,Politique intérieure,30,21.64,1477.0
France 3,2008,6,2008-06-01,International,34,17.53,790.0
France 3,2008,6,2008-06-01,Économie,16,14.63,902.0
France 3,2008,6,2008-06-01,Société,18,11.84,583.0
France 3,2008,6,2008-06-01,Faits divers,20,9.96,393.0
France 3,2008,6,2008-06-01,Sport,7,8.29,319.0
France 3,2008,6,2008-06-01,Culture,9,4.89,249.0
France 3,2008,6,2008-06-01,Environnement,7,3.96,214.0
France 3,2008,6,2008-06-01,Justice,3,2.45,148.0
France 3,2008,6,2008-06-01,Santé,3,1.1,66.0
France 3,2008,6,2008-06-01,Sciences & Techno,3,0.91,33.0
France 3,2008,6,2008-06-01,Météo,0,1.05,47.0
France 3,2008,6,2008-06-01,Défense,1,0.31,16.0
France 3,2008,6,2008-06-01,Autres,1,0.43,29.0
Arte,2008,6,2008-06-01,Politique intérieure,37,21.37,883.0
Arte,2008,6,2008-06-01,International,14,17.64,953.0
Arte,2008,6,2008-06-01,Économie,19,14.9,751.0
Arte,2008,6,2008-06-01,Société,21,11.58,597.0
Arte,2008,6,2008-06-01,Faits divers,15,10.19,531.0
Arte,2008,6,2008-06-01,Sport,17,7.3,446.0
Arte,2008,6,2008-06-01,Culture,10,4.69,299.0
Arte,2008,6,2008-06-01,Environnement,8,3.73,235.0
Arte,2008,6,2008-06-01,Justice,9,3.26,212.0
Arte,2008,6,2008-06-01,Santé,3,1.97,133.0
Arte,2008,6,2008-06-01,Sciences & Techno,1,1.03,72.0
Arte,2008,6,2008-06-01,Météo,0,1.12,65.0
Arte,2008,6,2008-06-01,Défense,1,0.44,25.0
Arte,2008,6,2008-06-01,Autres,1,0.17,8.0
M6,2008,6,2008-06-01,Politique intérieure,32,21.52,959.0
M6,2008,6,2008-06-01,International,18,17.03,677.0
M6,2008,6,2008-06-01,Économie,13,14.25,880.0
M6,2008,6,2008-06-01,Société,20,11.34,691.0
M6,2008,6,2008-06-01,Faits divers,27,12.67,471.0
M6,2008,6,2008-06-01,Sport,14,7.0,297.0
M6,2008,6,2008-06-01,Culture,6,4.83,192.0
M6,2008,6,2008-06-01,Environnement,8,3.91,201.0
M6,2008,6,2008-06-01,Justice,2,3.26,194.0
M6,2008,6,2008-06-01,Santé,2,1.78,109.0
M6,2008,6,2008-06-01,Sciences & Techno,1,0.75,49.0
M6,2008,6,2008-06-01,Météo,0,1.09,64.0
M6,2008,6,2008-06-01,Défense,0,0.65,37.0
M6,2008,6,2008-06-01,Autres,0,0.03,2.0
TF1,2008,7,2008-07-01,Politique intérieure,29,20.32,1108.0
TF1,2008,7,2008-07-01,International,32,17.31,780.0
TF1,2008,7,2008-07-01,Économie,18,13.79,776.0
TF1,2008,7,2008-07-01,Société,23,11.15,488.0
TF1,2008,7,2008-07-01,Faits divers,19,12.06,856.0
TF1,2008,7,2008-07-01,Sport,9,7.04,337.0
TF1,2008,7,2008-07-01,Culture,7,5.5,351.0
TF1,2008,7,2008-07-01,Environnement,7,3.79,260.0
TF1,2008,7,2008-07-01,Justice,4,3.16,218.0
TF1,2008,7,2008-07-01,Santé,4,2.13,149.0
TF1,2008,7,2008-07-01,Sciences & Techno,3,1.39,58.0
TF1,2008,7,2008-07-01,Météo,0,1.37,94.0
TF1,2008,7,2008-07-01,Défense,2,0.71,42.0
TF1,2008,7,2008-07-01,Autres,0,0.3,13.0
France 2,2008,7,2008-07-01,Politique intérieure,31,21.88,1258.0
France 2,2008,7,2008-07-01,International,23,17.64,931.0
France 2,2008,7,2008-07-01,Économie,14,14.84,536.0
France 2,2008,7,2008-07-01,Société,10,12.14,570.0
France 2,2008,7,2008-07-01,Faits divers,17,9.84,388.0
France 2,2008,7,2008-07-01,Sport,8,7.62,485.0
France 2,2008,7,2008-07-01,Culture,6,4.65,300.0
France 2,2008,7,2008-07-01,Environnement,7,4.15,260.0
France 2,2008,7,2008-07-01,Justice,3,2.76,182.0
France 2,2008,7,2008-07-01,Santé,4,1.68,91.0
France 2,2008,7,2008-07-01,Sciences & Techno,1,1.02,70.0
France 2,2008,7,2008-07-01,Météo,0,0.87,35.0
France 2,2008,7,2008-07-01,Défense,0,0.54,34.0
France 2,2008,7,2008-07-01,Autres,2,0.28,10.0
France 3,2008,7,2008-07-01,Politique intérieure,26,21.33,961.0
France 3,2008,7,2008-07-01,International,28,17.9,776.0
France 3,2008,7,2008-07-01,Économie,24,14.7,624.0
France 3,2008,7,2008-07-01,Société,10,11.48,799.0
France 3,2008,7,2008-07-01,Faits divers,17,9.26,601.0
France 3,2008,7,2008-07-01,Sport,8,7.7,288.0
France 3,2008,7,2008-07-01,Culture,11,4.39,163.0
France 3,2008,7,2008-07-01,Environnement,7,4.37,192.0
France 3,2008,7,2008-07-01,Justice,6,2.95,142.0
France 3,2008,7,2008-07-01,Santé,1,2.3,89.0
France 3,2008,7,2008-07-01,Sciences & Techno,2,0.87,34.0
France 3,2008,7,2008-07-01,Météo,3,1.37,89.0
France 3,2008,7,2008-07-01,Défense,1,0.98,55.0
France 3,2008,7,2008-07-01,Autres,2,0.26,10.0
Arte,2008,7,2008-07-01,Politique intérieure,28,22.45,1125.0
Arte,2008,7,2008-07-01,International,23,17.59,873.0
Arte,2008,7,2008-07-01,Économie,15,14.15,829.0
Arte,2008,7,2008-07-01,Société,23,12.21,779.0
Arte,2008,7,2008-07-01,Faits divers,16,10.24,732.0
Arte,2008,7,2008-07-01,Sport,18,7.91,399.0
Arte,2008,7,2008-07-01,Culture,5,4.92,303.0
Arte,2008,7,2008-07-01,Environnement,9,3.97,224.0
Arte,2008,7,2008-07-01,Justice,6,3.08,112.0
Arte,2008,7,2008-07-01,Santé,4,2.47,100.0
Arte,2008,7,2008-07-01,Sciences & Techno,1,0.61,40.0
Arte,2008,7,2008-07-01,Météo,1,0.75,45.0
Arte,2008,7,2008-07-01,Défense,1,0.42,17.0
Arte,2008,7,2008-07-01,Autres,1,0.0,0.0
M6,2008,7,2008-07-01,Politique intérieure,40,21.16,1072.0
M6,2008,7,2008-07-01,International,34,17.36,841.0
M6,2008,7,2008-07-01,Économie,30,14.48,781.0
M6,2008,7,2008-07-01,Société,23,11.2,628.0
M6,2008,7,2008-07-01,Faits divers,17,12.57,883.0
M6,2008,7,2008-07-01,Sport,10,7.75,408.0
M6,2008,7,2008-07-01,Culture,4,4.78,259.0
M6,2008,7,2008-07-01,Environnement,5,3.75,164.0
M6,2008,7,2008-07-01,Justice,4,2.2,114.0
M6,2008,7,2008-07-01,Santé,2,1.71,79.0
M6,2008,7,2008-07-01,Sciences & Techno,2,0.48,27.0
M6,2008,7,2008-07-01,Météo,0,0.7,39.0
M6,2008,7,2008-07-01,Défense,0,0.58,42.0
M6,2008,7,2008-07-01,Autres,2,0.56,28.0
TF1,2008,8,2008-08-01,Politique intérieure,37,20.99,995.0
TF1,2008,8,2008-08-01,International,26,16.43,834.0
TF1,2008,8,2008-08-01,Économie,27,14.42,874.0
TF1,2008,8,2008-08-01,Société,20,11.58,624.0
TF1,2008,8,2008-08-01,Faits divers,18,12.2,491.0
TF1,2008,8,2008-08-01,Sport,11,7.82,310.0
TF1,2008,8,2008-08-01,Culture,6,5.2,220.0
TF1,2008,8,2008-08-01,Environnement,6,3.82,149.0
TF1,2008,8,2008-08-01,Justice,5,3.0,159.0
TF1,2008,8,2008-08-01,Santé,3,2.07,90.0
TF1,2008,8,2008-08-01,Sciences & Techno,2,1.11,58.0
TF1,2008,8,2008-08-01,Météo,2,1.2,79.0
TF1,2008,8,2008-08-01,Défense,3,0.24,17.0
TF1,2008,8,2008-08-01,Autres,0,0.38,14.0
France 2,2008,8,2008-08-01,Politique intérieure,38,21.98,1205.0
France 2,2008,8,2008-08-01,International,27,17.11,1101.0
France 2,2008,8,2008-08-01,Économie,18,14.63,882.0
France 2,2008,8,2008-08-01,Société,19,11.97,466.0
France 2,2008,8,2008-08-01,Faits divers,7,10.08,546.0
France 2,2008,8,2008-08-01,Sport,14,7.68,429.0
France 2,2008,8,2008-08-01,Culture,6,5.01,233.0
France 2,2008,8,2008-08-01,Environnement,7,4.25,280.0
France 2,2008,8,2008-08-01,Justice,8,2.98,213.0
France 2,2008,8,2008-08-01,Santé,1,1.96,131.0
France 2,2008,8,2008-08-01,Sciences & Techno,0,1.19,47.0
France 2,2008,8,2008-08-01,Météo,1,1.06,57.0
France 2,2008,8,2008-08-01,Défense,2,0.93,49.0
France 2,2008,8,2008-08-01,Autres,0,0.89,46.0
France 3,2008,8,2008-08-01,Politique intérieure,42,21.73,1332.0
France 3,2008,8,2008-08-01,International,20,17.88,908.0
France 3,2008,8,2008-08-01,Économie,16,14.85,719.0
France 3,2008,8,2008-08-01,Société,23,11.55,678.0
France 3,2008,8,2008-08-01,Faits divers,13,9.53,663.0
France 3,2008,8,2008-08-01,Sport,12,7.93,476.0
France 3,2008,8,2008-08-01,Culture,7,4.19,277.0
France 3,2008,8,2008-08-01,Environnement,5,3.85,235.0
France 3,2008,8,2008-08-01,Justice,12,2.88,190.0
France 3,2008,8,2008-08-01,Santé,4,1.46,55.0
France 3,2008,8,2008-08-01,Sciences & Techno,1,0.73,49.0
France 3,2008,8,2008-08-01,Météo,1,1.27,56.0
France 3,2008,8,2008-08-01,Défense,0,0.52,26.0
France 3,2008,8,2008-08-01,Autres,2,0.0,0.0
Arte,2008,8,2008-08-01,Politique intérieure,32,21.82,1427.0
Arte,2008,8,2008-08-01,International,23,16.93,640.0
Arte,2008,8,2008-08-01,Économie,29,14.31,641.0
Arte,2008,8,2008-08-01,Société,15,11.96,582.0
Arte,2008,8,2008-08-01,Faits divers,11,9.9,556.0
Arte,2008,8,2008-08-01,Sport,16,8.0,412.0
Arte,2008,8,2008-08-01,Culture,5,5.28,306.0
Arte,2008,8,2008-08-01,Environnement,8,4.2,232.0
Arte,2008,8,2008-08-01,Justice,3,3.05,196.0
Arte,2008,8,2008-08-01,Santé,5,2.05,137.0
Arte,2008,8,2008-08-01,Sciences & Techno,2,0.96,44.0
Arte,2008,8,2008-08-01,Météo,0,1.37,50.0
Arte,2008,8,2008-08-01,Défense,1,0.7,41.0
Arte,2008,8,2008-08-01,Autres,0,0.45,26.0
M6,2008,8,2008-08-01,Politique intérieure,32,20.69,810.0
M6,2008,8,2008-08-01,International,32,16.84,612.0
M6,2008,8,2008-08-01,Économie,27,14.71,785.0
M6,2008,8,2008-08-01,Société,16,11.33,550.0
M6,2008,8,2008-08-01,Faits divers,18,12.12,834.0
M6,2008,8,2008-08-01,Sport,13,7.67,322.0
M6,2008,8,2008-08-01,Culture,1,4.54,301.0
M6,2008,8,2008-08-01,Environnement,5,3.27,172.0
M6,2008,8,2008-08-01,Justice,5,3.2,133.0
M6,2008,8,2008-08-01,Santé,2,2.25,154.0
M6,2008,8,2008-08-01,Sciences & Techno,4,0.94,64.0
M6,2008,8,2008-08-01,Météo,2,0.94,67.0
M6,2008,8,2008-08-01,Défense,0,0.47,27.0
M6,2008,8,2008-08-01,Autres,3,0.25,16.0
TF1,2008,9,2008-09-01,Politique intérieure,29,20.82,835.0
TF1,2008,9,2008-09-01,International,25,16.65,948.0
TF1,2008,9,2008-09-01,Économie,20,14.71,858.0
TF1,2008,9,2008-09-01,Société,18,11.84,706.0
TF1,2008,9,2008-09-01,Faits divers,21,12.13,586.0
TF1,2008,9,2008-09-01,Sport,2,7.39,455.0
TF1,2008,9,2008-09-01,Culture,6,4.69,279.0
TF1,2008,9,2008-09-01,Environnement,7,3.93,237.0
TF1,2008,9,2008-09-01,Justice,5,2.97,134.0
TF1,2008,9,2008-09-01,Santé,4,2.06,147.0
TF1,2008,9,2008-09-01,Sciences & Techno,1,0.84,35.0
TF1,2008,9,2008-09-01,Météo,1,1.03,61.0
TF1,2008,9,2008-09-01,Défense,1,0.47,31.0
TF1,2008,9,2008-09-01,Autres,1,0.0,0.0
France 2,2008,9,2008-09-01,Politique intérieure,25,21.09,1322.0
France 2,2008,9,2008-09-01,International,29,17.99,980.0
France 2,2008,9,2008-09-01,Économie,22,14.83,991.0
France 2,2008,9,2008-09-01,Société,19,11.69,793.0
France 2,2008,9,2008-09-01,Faits divers,15,9.93,682.0
France 2,2008,9,2008-09-01,Sport,17,8.07,357.0
France 2,2008,9,2008-09-01,Culture,8,4.69,173.0
France 2,2008,9,2008-09-01,Environnement,6,3.38,214.0
France 2,2008,9,2008-09-01,Justice,4,2.95,168.0
France 2,2008,9,2008-09-01,Santé,5,1.59,114.0
France 2,2008,9,2008-09-01,Sciences & Techno,2,1.26,52.0
France 2,2008,9,2008-09-01,Météo,0,1.32,62.0
France 2,2008,9,2008-09-01,Défense,2,0.37,24.0
France 2,2008,9,2008-09-01,Autres,0,0.41,24.0
France 3,2008,9,2008-09-01,Politique intérieure,42,21.52,1131.0
France 3,2008,9,2008-09-01,International,28,17.29,1148.0
France 3,2008,9,2008-09-01,Économie,23,14.9,679.0
France 3,2008,9,2008-09-01,Société,15,11.37,506.0
France 3,2008,9,2008-09-01,Faits divers,15,10.35,513.0
France 3,2008,9,2008-09-01,Sport,15,7.91,364.0
France 3,2008,9,2008-09-01,Culture,11,4.7,177.0
France 3,2008,9,2008-09-01,Environnement,4,3.98,283.0
France 3,2008,9,2008-09-01,Justice,5,2.54,143.0
France 3,2008,9,2008-09-01,Santé,6,1.79,75.0
France 3,2008,9,2008-09-01,Sciences & Techno,0,0.61,43.0
France 3,2008,9,2008-09-01,Météo,1,1.08,70.0
France 3,2008,9,2008-09-01,Défense,1,0.42,19.0
France 3,2008,9,2008-09-01,Autres,2,0.34,18.0
Arte,2008,9,2008-09-01,Politique intérieure,38,21.49,1346.0
Arte,2008,9,2008-09-01,International,39,17.75,996.0
Arte,2008,9,2008-09-01,Économie,25,15.0,698.0
Arte,2008,9,2008-09-01,Société,21,11.6,476.0
Arte,2008,9,2008-09-01,Faits divers,15,10.17,715.0
Arte,2008,9,2008-09-01,Sport,8,7.89,483.0
Arte,2008,9,2008-09-01,Culture,7,4.7,306.0
Arte,2008,9,2008-09-01,Environnement,4,3.53,143.0
Arte,2008,9,2008-09-01,Justice,2,2.86,180.0
Arte,2008,9,2008-09-01,Santé,5,2.42,150.0
Arte,2008,9,2008-09-01,Sciences & Techno,1,1.1,65.0
Arte,2008,9,2008-09-01,Météo,1,0.94,47.0
Arte,2008,9,2008-09-01,Défense,0,0.77,52.0
Arte,2008,9,2008-09-01,Autres,1,0.2,9.0
M6,2008,9,2008-09-01,Politique intérieure,32,21.14,785.0
M6,2008,9,2008-09-01,International,27,17.08,773.0
M6,2008,9,2008-09-01,Économie,28,13.31,778.0
M6,2008,9,2008-09-01,Société,17,11.73,631.0
M6,2008,9,2008-09-01,Faits divers,23,12.49,877.0
M6,2008,9,2008-09-01,Sport,8,8.03,546.0
M6,2008,9,2008-09-01,Culture,6,4.62,179.0
M6,2008,9,2008-09-01,Environnement,6,3.59,218.0
M6,2008,9,2008-09-01,Justice,3,3.09,183.0
M6,2008,9,2008-09-01,Santé,3,1.69,82.0
M6,2008,9,2008-09-01,Sciences & Techno,0,1.19,55.0
M6,2008,9,2008-09-01,Météo,0,1.25,59.0
M6,2008,9,2008-09-01,Défense,1,0.41,18.0
M6,2008,9,2008-09-01,Autres,1,0.78,56.0
TF1,2008,10,2008-10-01,Politique intérieure,37,21.44,1539.0
TF1,2008,10,2008-10-01,International,27,17.35,802.0
TF1,2008,10,2008-10-01,Économie,21,14.43,973.0
TF1,2008,10,2008-10-01,Société,18,10.99,591.0
TF1,2008,10,2008-10-01,Faits divers,24,12.72,633.0
TF1,2008,10,2008-10-01,Sport,12,8.06,496.0
TF1,2008,10,2008-10-01,Culture,6,4.5,196.0
TF1,2008,10,2008-10-01,Environnement,10,3.18,227.0
TF1,2008,10,2008-10-01,Justice,4,3.09,161.0
TF1,2008,10,2008-10-01,Santé,1,1.97,105.0
TF1,2008,10,2008-10-01,Sciences & Techno,1,1.33,67.0
TF1,2008,10,2008-10-01,Météo,1,0.62,43.0
TF1,2008,10,2008-10-01,Défense,2,0.46,19.0
TF1,2008,10,2008-10-01,Autres,0,0.65,25.0
France 2,2008,10,2008-10-01,Politique intérieure,36,21.08,784.0
France 2,2008,10,2008-10-01,International,19,17.64,1001.0
France 2,2008,10,2008-10-01,Économie,31,14.88,911.0
France 2,2008,10,2008-10-01,Société,17,11.83,692.0
France 2,2008,10,2008-10-01,Faits divers,15,9.11,447.0
France 2,2008,10,2008-10-01,Sport,8,8.08,409.0
France 2,2008,10,2008-10-01,Culture,8,4.62,290.0
France 2,2008,10,2008-10-01,Environnement,5,3.8,176.0
France 2,2008,10,2008-10-01,Justice,5,3.16,140.0
France 2,2008,10,2008-10-01,Santé,6,1.96,79.0
France 2,2008,10,2008-10-01,Sciences & Techno,2,1.36,91.0
France 2,2008,10,2008-10-01,Météo,2,1.0,53.0
France 2,2008,10,2008-10-01,Défense,1,0.25,13.0
France 2,2008,10,2008-10-01,Autres,2,0.63,27.0
France 3,2008,10,2008-10-01,Politique intérieure,32,21.83,970.0
France 3,2008,10,2008-10-01,International,32,17.61,785.0
France 3,2008,10,2008-10-01,Économie,23,15.06,1060.0
France 3,2008,10,2008-10-01,Société,23,11.85,451.0
France 3,2008,10,2008-10-01,Faits divers,8,9.72,641.0
France 3,2008,10,2008-10-01,Sport,15,7.65,417.0
France 3,2008,10,2008-10-01,Culture,8,4.85,282.0
France 3,2008,10,2008-10-01,Environnement,8,4.28,205.0
France 3,2008,10,2008-10-01,Justice,6,3.18,147.0
France 3,2008,10,2008-10-01,Santé,6,2.11,128.0
France 3,2008,10,2008-10-01,Sciences & Techno,2,0.74,33.0
France 3,2008,10,2008-10-01,Météo,0,1.26,69.0
France 3,2008,10,2008-10-01,Défense,2,0.52,37.0
France 3,2008,10,2008-10-01,Autres,1,0.43,25.0
Arte,2008,10,2008-10-01,Politique intérieure,31,21.51,1318.0
Arte,2008,10,2008-10-01,International,26,18.12,1048.0
Arte,2008,10,2008-10-01,Économie,21,15.01,1028.0
Arte,2008,10,2008-10-01,Société,20,12.09,760.0
Arte,2008,10,2008-10-01,Faits divers,15,9.15,657.0
Arte,2008,10,2008-10-01,Sport,13,8.05,470.0
Arte,2008,10,2008-10-01,Culture,5,4.63,320.0
Arte,2008,10,2008-10-01,Environnement,6,4.25,245.0
Arte,2008,10,2008-10-01,Justice,6,2.76,146.0
Arte,2008,10,2008-10-01,Santé,3,1.75,118.0
Arte,2008,10,2008-10-01,Sciences & Techno,1,1.1,48.0
Arte,2008,10,2008-10-01,Météo,1,0.89,33.0
Arte,2008,10,2008-10-01,Défense,1,0.38,18.0
Arte,2008,10,2008-10-01,Autres,1,0.31,13.0
M6,2008,10,2008-10-01,Politique intérieure,33,20.62,1303.0
M6,2008,10,2008-10-01,International,19,17.43,891.0
M6,2008,10,2008-10-01,Économie,30,13.89,801.0
M6,2008,10,2008-10-01,Société,24,11.5,700.0
M6,2008,10,2008-10-01,Faits divers,18,12.3,543.0
M6,2008,10,2008-10-01,Sport,18,7.89,348.0
M6,2008,10,2008-10-01,Culture,6,5.41,255.0
M6,2008,10,2008-10-01,Environnement,6,3.81,144.0
M6,2008,10,2008-10-01,Justice,9,2.82,139.0
M6,2008,10,2008-10-01,Santé,1,1.82,91.0
M6,2008,10,2008-10-01,Sciences & Techno,0,1.04,63.0
M6,2008,10,2008-10-01,Météo,3,0.85,34.0
M6,2008,10,2008-10-01,Défense,2,0.05,3.0
M6,2008,10,2008-10-01,Autres,1,0.37,15.0
TF1,2008,11,2008-11-01,Politique intérieure,31,20.91,1248.0
TF1,2008,11,2008-11-01,International,26,17.15,810.0
TF1,2008,11,2008-11-01,Économie,32,14.04,636.0
TF1,2008,11,2008-11-01,Société,17,11.49,814.0
TF1,2008,11,2008-11-01,Faits divers,22,12.82,905.0
TF1,2008,11,2008-11-01,Sport,8,7.46,513.0
TF1,2008,11,2008-11-01,Culture,12,4.41,305.0
TF1,2008,11,2008-11-01,Environnement,10,3.98,153.0
TF1,2008,11,2008-11-01,Justice,4,3.13,223.0
TF1,2008,11,2008-11-01,Santé,1,2.19,134.0
TF1,2008,11,2008-11-01,Sciences & Techno,2,1.02,67.0
TF1,2008,11,2008-11-01,Météo,1,1.26,81.0
TF1,2008,11,2008-11-01,Défense,2,0.36,24.0
TF1,2008,11,2008-11-01,Autres,0,0.51,27.0
France 2,2008,11,2008-11-01,Politique intérieure,36,22.29,1337.0
France 2,2008,11,2008-11-01,International,33,17.81,1161.0
France 2,2008,11,2008-11-01,Économie,23,14.67,1002.0
France 2,2008,11,2008-11-01,Société,15,11.84,803.0
France 2,2008,11,2008-11-01,Faits divers,13,10.3,595.0
France 2,2008,11,2008-11-01,Sport,8,7.58,464.0
France 2,2008,11,2008-11-01,Culture,9,4.95,345.0
